ticker,entry_date,return_pct,duration_days,rsi_at_entry,atr_pct_at_entry,dist_atr_at_entry,weekday,month
ANNX,2023-02-13,-13.45687460583721,9,37.906133450230946,7.856698409319216,1.2739385244290733,Monday,2
ANNX,2024-04-16,-5.961576012600809,28,28.18293283002096,11.723733401825436,2.0843719513117565,Tuesday,4
ANNX,2024-11-11,-21.842608288387837,7,34.21051285492375,4.800171239608211,3.382929194022257,Monday,11
ANNX,2025-11-13,14.710446056685782,4,35.978833709986034,8.772146925784382,0.9407605612601334,Thursday,11
ANNX,2026-02-10,11.757724712480378,29,26.15385391327719,7.300215621754136,4.709080614550476,Tuesday,2
ANNX,2026-03-30,13.495964179146949,1,31.758946227571286,7.782185206620919,1.6699638954331746,Monday,3
ANNX,2026-05-07,8.26073320710394,1,18.9024369128461,5.951580899706482,1.7940671705130506,Thursday,5
ANNX,2026-05-12,-9.014706139900692,6,25.30119007028003,6.136647021206215,1.379529765799804,Tuesday,5
AOSL,2022-01-18,15.356125752722932,22,30.844718359035113,8.3888414031743,2.856142553068505,Tuesday,1
AOSL,2022-03-08,11.32234179916049,8,28.949220393962435,8.810544810302869,1.3822828683683717,Tuesday,3
AOSL,2024-08-02,19.805822806387514,26,29.806985382745196,8.138218878065599,2.4516338500185637,Friday,8
AOSL,2024-09-06,15.044869555767198,7,36.63115765366304,8.245051138147156,1.01775969971295,Friday,9
AOSL,2024-11-01,-21.443439831453208,4,29.717402809849176,5.011308823095463,0.618366058640984,Friday,11
AOSL,2025-11-04,-25.459885215320803,2,30.303032573761783,6.046340145533617,0.5130208472832875,Tuesday,11
APA,2022-02-22,6.81134171341841,3,23.21171601904821,5.2774629603594265,3.5099493427650743,Tuesday,2
APA,2022-04-25,7.300164183762208,4,36.96524413543326,5.404318603254314,3.6386237445519134,Monday,4
APA,2022-05-09,11.360507608354482,4,37.44509739798841,7.275145626477145,1.762476404588742,Monday,5
APA,2022-06-16,-13.47693836367933,7,38.38268106761465,6.264922103035092,2.2110168450614327,Thursday,6
APA,2022-12-06,6.4015541596157455,16,32.4745649836609,4.975675617642626,1.59554381109126,Tuesday,12
APA,2023-01-04,5.789256061657813,8,39.97820881471313,5.056432489124319,0.6882236122570006,Wednesday,1
APA,2023-02-02,-5.435555211348275,14,34.1126507230926,4.158961165840397,0.9151204667745502,Thursday,2
APA,2025-10-10,9.751294530699658,13,39.601494741092,4.770576968310148,2.2017245773831724,Friday,10
APA,2025-11-05,6.395430816871818,1,39.01639622358195,4.14261257980114,1.9311483556670412,Wednesday,11
APA,2026-04-15,10.054766804211186,14,35.57457563133458,5.515380303028868,4.428846493223865,Wednesday,4
APA,2026-06-15,-8.532181710583956,16,38.59649789214967,4.811769255165497,1.825406499798567,Monday,6
APPS,2025-07-30,8.311479980945592,1,39.24731525395891,8.700216028230525,2.6557194944792335,Wednesday,7
APPS,2025-08-08,-8.926893895837502,11,33.14606299619392,10.931972053815832,0.7449762313147998,Friday,8
APPS,2025-11-04,34.56249858640338,1,31.818181119546523,7.210833202162484,2.4314331315401265,Tuesday,11
ARKO,2025-09-22,5.685827674393311,1,36.92308216848241,4.092484542384965,0.520174062900224,Monday,9
ARKO,2026-03-10,-3.541726459501618,29,35.55554586000015,4.864502832208678,2.6346601520113224,Tuesday,3
ARTV,2026-01-30,16.910118646336574,20,32.61261608599038,10.25771841100274,1.2769453286843717,Friday,1
ASC,2022-06-24,7.470892516885478,4,38.69047146768545,7.463086412367928,3.971291992765819,Friday,6
ASC,2022-07-06,13.328124004519651,12,33.13432843218406,7.615363082649015,2.8533668078548633,Wednesday,7
ASC,2022-09-23,7.5954813157996295,20,39.28570290610901,6.16638695241753,3.640513127475538,Friday,9
ASC,2023-01-04,10.093184181712735,13,28.124998055322905,5.810441878979557,3.3478878864494748,Wednesday,1
